,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,4.872434011815585e-09,0.015148406414427606,2.4472212987403097e-05,9.933420998109455e-05,1.728921450450116e-10,3.974917208715567e-07,4.351657788781438e-06,3.535354009542857e-09
Basic Materials,0.0054385213340732985,0.09340057008644775,0.00720611961628892,0.08355873939279923,0.00028459170679462353,4.550501055078371e-06,0.6502147216511678,0.021882914447452162
Financials,0.0009363015783789841,0.04556822465752042,0.007833505237917926,0.004364436232448199,3.658856389376908e-05,0.001656717951671105,0.04008265044399528,0.0025130294134707576
Consumer Services,0.00011792114664777031,0.1314238064402491,0.18372448387828344,0.02771057924784981,3.0521174747555335e-05,2.368237237648785e-06,0.003143855622335545,0.012163742153726398
Health Care,2.19824158875781e-14,0.005405098655947516,0.00016683163687680747,0.0008259737438789383,7.651701494637564e-11,4.9580416217054335e-08,0.037626281230539904,2.4359527261985647e-07
Utilities,7.623417053181925e-08,0.009199004302265168,0.002005849246646152,0.00032468235778093657,2.0687448226697214e-05,2.936351162219353e-10,0.00015473395708909266,0.000231799017515133
Oil & Gas,0.013153399599473037,0.40830028765578663,0.010796736651914607,0.0002690305907619983,0.0017635394939652382,0.0017999729227440309,0.4091520139431095,0.0013689453807097518
Consumer Goods,3.535354009542857e-09,0.021882914447452162,0.0025130294134707576,0.012163742153726398,2.4359527261985647e-07,0.000231799017515133,0.0013689453807097518,0.22891361956929224
