,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,9.933318612098674e-10,2.3002083127110495e-08,0.0009817203986848266,1.3847822888379824e-09,2.6154876042738806e-09,2.220446049250313e-16,4.103614516903775e-05,3.185192110066737e-10
Basic Materials,0.00018753268305027326,0.08736140089425892,0.13355355275424063,7.952418085155344e-05,4.01720872216238e-05,4.0745882962767155e-05,0.49612567586615786,0.00024058095562828896
Financials,1.1689927914559917e-08,0.025943164145719066,0.018550556730168477,0.008214440914003696,0.00011129746305194033,0.011943069451638033,0.01430201986920987,0.00448607155867653
Consumer Services,5.302257818806666e-06,9.141783904542677e-06,0.026993910196857263,0.0032691146182490805,1.600406457358261e-05,0.00013933414462163896,0.0001492992400922155,5.9112938417982264e-05
Health Care,1.3713474800169934e-11,1.3137731413870313e-07,7.05195613015519e-09,1.1742839021167129e-06,5.202505093393484e-13,4.135931033211193e-07,1.914446707940165e-05,2.5750893639653327e-08
Utilities,2.220446049250313e-16,4.0745882962767155e-05,0.011943069451638033,0.00013933414462163896,4.135931033211193e-07,0.001560264905016373,0.00018412595308592294,2.936351162219353e-10
Oil & Gas,2.9137202064433154e-06,0.025891636346738744,0.0057353635245758205,5.2230366887284774e-05,0.00019104847427220406,0.00018412595308592294,0.5115459405205245,6.400269094597455e-05
Consumer Goods,4.163830391590295e-09,0.0007300235210090378,0.008895096064553965,2.950968065462689e-07,5.656517476637646e-10,2.936351162219353e-10,0.0016633495610867133,0.000231799017515133
