,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Industrials,-0.001467225121603688,-0.002560155271266703,-0.0009144859240078166,-9.799713803744965e-05,0.00356822848528456,0.00506884772229077,-0.0005363862315994616,-0.00578419508619669,-0.0012974190677102297,0.012134439028899066,-0.002101791776772388,0.007468015466639851,0.0011501447951881572,0.0002234506621693703,-0.0027746443467110784,0.004109944009231333,-0.0020141208128192645,-0.005309418761612246,0.0013176299000648244,0.005947077030313941,0.0010514553846581916
Basic Materials,0.0012818901822181743,-0.00025558306831123073,0.011168458112654656,0.003589339774648148,0.01041975340359865,0.0013596576505947588,0.0049253644834292105,0.003822208540606479,0.005632630676364843,0.006540220917782428,0.0006217936067596982,0.005297371354049285,0.009738937663187822,0.0008218271135940572,-0.003779765119664676,-0.00013777013593922285,0.011417572648620422,-0.006094576429500694,0.00803935793656855,0.0075926556231027025,0.002550814975608643
Financials,-0.0027704348757494244,-0.0010259594369335472,0.00041821143234129404,-0.002981011006598755,-0.00023182006041448192,-0.0021355549775904,-0.002895966775138962,0.003534029958349764,-0.00043653927653005314,-0.0018252168720736723,0.003041805543152661,-0.003613513906794393,-0.004600143069719971,0.0018752552949219032,-0.0038058866289176394,-0.0042238488680947555,-0.005412136050848411,-0.002364363284825958,-0.0013803917130313925,-0.0030141367750391814,0.0038310285994013946
Consumer Services,-0.002811310527664849,-0.003218653764393934,-0.0021162001715028245,-0.0029903156369808595,-0.0005618506017612453,-0.001961607054713488,-0.0018514740906109273,0.0011683237937208195,0.003553447088490961,-0.0005911046696291944,0.0030675867909708185,0.0035379886489027568,-0.0008553026317108156,0.001118816260988494,-0.0007357621864022926,-0.0019343695927659759,0.0016344161950542595,-0.0010557713301350506,0.0008037759129696139,0.0007494642042655079,-0.004449232472133173
Health Care,-0.0006308316735855376,-0.001383764366582274,-0.004839810325349969,0.0005170931155131416,-0.0019440309399400002,-0.004148236327147965,-0.003352559209478745,-0.0017508322380900276,-0.0016383791463091917,0.002028573941427636,0.004141051363480863,0.007159940737032559,0.0005745132354900706,0.0003649410653424982,0.0040565480146781034,0.00247505048692979,-0.0028260375535636615,-0.0031361100062898086,0.006988376321573601,-0.0034677317207330396,-0.0024627701329177354
Utilities,-0.002432044736063991,0.005574282019474408,0.00846043818022931,-0.0017227214521308893,0.0020317515010738196,0.004942218384211679,-0.000515389468443798,0.0004822249966478509,-0.0022236484303073123,0.006699231577100062,0.0012863078243618615,0.0011219341098552456,0.005162724296644254,0.006309296167289591,0.005958848758519338,0.014050450432459819,0.005308398868662227,-0.0015405271148057897,0.00131844299465315,-0.005204925773936757,0.0008654323521258093
Oil & Gas,0.0022991520991892576,0.022755509907872895,0.02129756584445286,0.005108902285416088,0.009911790733463377,0.013636831712149874,0.014423937827932573,-0.00181332330693366,0.008895367479236952,0.013149318884692692,0.007151405650972127,0.008371980904245327,0.002376316542154644,0.0005249425378612097,0.003120783842116263,0.0009622410673856644,0.00953527824261687,0.0027993401195052225,-0.0022600597100180067,0.004427364559975944,0.0027638213565888505
Consumer Goods,-0.0013081521940506713,-0.0012241715365073718,0.0063671498045668,0.005015920427104488,0.0009293336687995849,-0.0018963290528459797,-0.002356152443674042,0.010287109886737164,0.003605894598126621,-7.247680775098371e-05,-0.0014795834696985644,0.002176039558844082,-0.0003882533398954502,0.0005440858692002948,0.0023297103814671947,-0.0012183362769880117,-0.001242752740672722,-0.00018416274721111403,0.001933922172584183,0.008548074591625432,-0.0017655074367705452
