,2000_2001_2002,2003_2004_2005,2006_2007_2008,2009_2010_2011,2012_2013_2014,2015_2016_2017,2018_2019_2020
Industrials,-0.0038173862113372926,-0.00296938017067999,-0.0028474864521622276,-0.0017255252885974943,-0.0019737085106792396,-0.004297401048478409,-0.0026067749648890615
Basic Materials,-0.002472040213223787,-0.0023992427760965327,-0.002557995669521142,-0.0005592984666830875,-0.0023878998053842937,-0.003353301822037315,-0.001307663523171868
Financials,-0.003354014111391687,-0.003243612104665648,-0.0026995399738168795,-0.003151673260264703,-0.0030894492380754528,-0.004052204491449388,-0.0032849605540374066
Consumer Services,-0.003358236695537732,-0.0033926203512145638,-0.00454741030881186,-0.002703599618317803,-0.0023901835641083106,-0.0031588960855257406,-0.003037124798585197
Health Care,-0.004594498815507264,-0.0035795141528769487,-0.004006577847546008,0.0010045618803430705,-0.0031383612540226355,-0.004685865957373973,-0.0030369221868016714
Utilities,-0.0026887083788879338,-0.002017505329357678,-0.004403292013008492,-0.001690184404313325,-0.0024163257933065125,-0.0027119206595889686,-0.003401218841127832
Oil & Gas,-0.0025563827073542705,-0.002932760200850585,-0.004164688045518245,-0.002604961702986167,-0.0025454286231309854,-0.004005955612134919,-0.0029759318801647204
Consumer Goods,-0.002740078258775704,-0.0020705659567266744,-0.0016170441647029125,-0.0028910070595398883,-0.003403067401901315,-0.004214401350290446,-0.003670991191691935
