,2000_2001_2002,2003_2004_2005,2006_2007_2008,2009_2010_2011,2012_2013_2014,2015_2016_2017,2018_2019_2020
Industrials,-0.003252843380717055,-0.00141847547140118,-0.0023519953715641323,-0.0003287524479823865,-0.002193645335804896,-0.002992172237897485,-0.0002389539558132687
Basic Materials,-0.0013593084219667333,-0.0018559023295475477,-0.001764733374157942,-0.00021969193183811266,-0.0015024922619005184,-0.0025720282920011542,-0.0006414910408263902
Financials,-0.004348718151821858,-0.0031189611846665468,-0.004116250577736889,-0.002485134396341878,-0.0037606729922316584,-0.004060391075522385,-0.002367750405186061
Consumer Services,-0.0038822746297184885,-0.004505466735565013,-0.0023093121504935287,-0.002637548001947354,-0.003410680985721164,-0.0032194758418280615,-0.003352469242100214
Health Care,-0.003531110386596833,-0.002206208506722126,-0.0024094963501841865,-0.0015703514725392078,-0.003915719318247152,-0.0028907613866255176,-0.0030316267139891295
Utilities,-0.0037202650793061016,-0.0031059737375840842,-0.002070513278564255,-5.8434215237473145e-05,-0.0013151445090493613,-0.002891608708508115,-0.00337230982278354
Oil & Gas,-0.002925183524735859,-0.003638584757617631,-0.003401199870930467,0.0014344211050988757,-0.0029805671556590546,-0.0035325444799926974,-0.002580154884188273
Consumer Goods,-0.003070490023086963,-0.001917583476820853,-0.0017695697601505212,-0.0021317060224048255,-0.0018815942304567798,-0.004428134350377693,-0.002047703629129741
