,2000_2001_2002,2003_2004_2005,2006_2007_2008,2009_2010_2011,2012_2013_2014,2015_2016_2017,2018_2019_2020
Industrials,-0.0031494964767217865,-0.0014357739588863247,-0.002285732378495415,0.0005587013390791214,0.00010674270273142003,-0.001996562848463441,0.000732790131309567
Basic Materials,-0.0013491273521531756,-0.00022834733754838624,0.0011714716255597027,0.0012409698083442214,-0.0018396174531318398,-0.0014813934301288237,0.0011829792715725817
Financials,-0.003020940453531708,-0.002853895537957306,-0.0024693994902873113,-0.001358993595879676,-0.0028076193984683355,-0.0032944962836221124,-0.0013380458003308053
Consumer Services,-0.002868749343762616,-0.003032640936087429,-0.0017006754926881973,-0.00034950195375814196,-0.0031023128535303977,-0.0034420543377720143,-0.0026378893251404125
Health Care,-0.003559269040410037,-0.0024331712667212805,-0.0033887445347579198,-0.0019649311313609647,-0.00199251325501926,-0.003779343630690498,-0.003272717835850271
Utilities,-0.0031202608965397584,-0.000844152571592538,-0.0022874723228853565,-0.0014327298055846077,-0.0022074678968383634,-0.0033065155992250445,-0.004824834210194836
Oil & Gas,-0.002645056558788217,-0.0021800173518821513,-0.0003837938118464557,0.001432374190543939,-0.003527133737254034,-0.0005791172288969923,-0.00048304734506763946
Consumer Goods,-0.002936088819100226,-0.001689381998613301,-0.001991542152935628,-0.0032051945607797705,-0.0014288700364657933,-0.0035016823709655945,-0.0016611662812587255
