,2000_2001_2002,2003_2004_2005,2006_2007_2008,2009_2010_2011,2012_2013_2014,2015_2016_2017,2018_2019_2020
Industrials,0.002876601630391581,0.011950653630512204,0.012328262900586015,0.03726841233835535,0.012441605061231265,0.0025467534728332184,-0.00022636582614471911
Basic Materials,0.002246739355529342,0.014025724459316808,0.01281495870185563,0.03442514080672125,0.008033688079237824,-0.001137277687789151,-0.0006347944306463761
Financials,0.0020860656825886573,0.010206736090647732,0.014106061148048094,0.030549383335187176,0.017494986090689085,0.010747085566661431,0.008832008681219314
Consumer Services,0.0011102872092247727,0.00922137945824473,0.007914757427833794,0.022287765262537746,0.007136569445810866,0.0002555620325874879,0.003103554270462386
Health Care,0.001372026393620456,0.006749632769935347,0.009280241078255409,0.03701578926515335,0.013357061312105869,0.003142301020509735,0.0025790000333412865
Utilities,0.012707294616010114,0.01964005322610342,0.030566835520530456,0.055141811566432816,0.0561000156231015,0.05087938743806466,0.027900855812136964
Oil & Gas,0.0066319177383769275,0.01088732799752683,0.015739567484671875,0.034555431708921544,0.011179938654487787,-0.0018404711448156443,0.0004814884873156051
Consumer Goods,0.001980884602426209,0.011152880688069633,0.007664517956390204,0.02659274778465872,0.017564488986389903,0.0077685725697422955,0.0068351702640953695
