,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,-0.4925843806648022,0.154033116545793,-0.31913956271963867,-0.381616303329269,-0.6231000494774981,-0.6776971881147359,-0.02742476087570539,-0.4827145784953923
Basic Materials,0.154033116545793,1.3181655947182118,0.12453114717744707,0.037760792412245094,-0.23649954216114868,-0.2589367461389823,0.4596143616477444,0.06579879191291468
Financials,-0.31913956271963856,0.12453114717744707,-0.17400425661388408,-0.24803651115982364,-0.3983001539111428,-0.4183351942751423,-0.05691663742612439,-0.28720822678961405
Consumer Services,-0.3816163033292692,0.037760792412245094,-0.24803651115982372,-0.2528142665453237,-0.4481926101346357,-0.484747320744586,-0.1744688412986642,-0.35597154026904987
Health Care,-0.6231000494774986,-0.23649954216114868,-0.3983001539111429,-0.44819261013463596,-0.644498064903716,-0.6775046708394408,-0.193451423652861,-0.5830864484811565
Utilities,-0.6776971881147353,-0.2589367461389823,-0.4183351942751431,-0.484747320744585,-0.6775046708394407,-0.5834264589221876,-0.2143595996961993,-0.6036248039678905
Oil & Gas,-0.02742476087570495,0.4596143616477444,-0.05691663742612463,-0.17446884129866355,-0.193451423652859,-0.2143595996961998,0.055519483575536537,-0.14751482602394334
Consumer Goods,-0.48271457849539245,0.06579879191291468,-0.28720822678961455,-0.3559715402690497,-0.5830864484811557,-0.6036248039678898,-0.14751482602394378,-0.3882470565555483
