,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,9.546379311029712e-91,0.36842053359468885,6.474597402947208e-175,2.9474900066354417e-124,8.642246463463582e-105,1.3423110858207885e-102,0.741735072467455,2.250853847672318e-78
Basic Materials,0.3684205335947168,2.4027886579352604e-09,0.010045160120521333,9.990346679183217e-08,5.900812425916059e-06,2.8215808945023394e-05,0.4902450093110793,0.00227300483262015
Financials,6.474597402949787e-175,0.010045160120521862,4.2317361172540725e-55,7.857824961121231e-124,1.07950136966896e-81,3.204450987915322e-71,5.132020540994449e-08,1.373383700692983e-72
Consumer Services,2.947490006633428e-124,9.990346679180562e-08,7.857824961114522e-124,1.6936116837401377e-35,5.05502699226209e-49,1.7487477222128556e-50,2.332786725857975e-06,2.878915883167378e-42
Health Care,8.642246463463582e-105,5.900812425915687e-06,1.0795013696693292e-81,5.055026992260934e-49,1.4952731425752089e-25,6.24053758596701e-44,0.022570426917881865,4.0010914135581944e-39
Utilities,1.3423110858214385e-102,2.8215808945024986e-05,3.2044509879133116e-71,1.7487477222135044e-50,6.240537585969059e-44,8.639870831626643e-12,0.8692669653367057,5.192339020168575e-33
Oil & Gas,0.741735072467455,0.4902450093110793,5.132020540994449e-08,2.332786725857975e-06,0.022570426917881865,0.8692669653367057,0.4974124138926309,0.00760114904272928
Consumer Goods,2.2508538476716766e-78,0.002273004832620175,1.3733837006923563e-72,2.878915883167378e-42,4.001091413559509e-39,5.192339020169021e-33,0.00760114904272928,2.0841798736421596e-11
