,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,-41.67103115099009,-22.729027762915923,-48.88089417666413,-35.62573331890151,-40.75409730580771,-19.7207098434716,-23.49737736462265,-33.730957326739095
Basic Materials,-22.789887992198295,-3.547212333980579,-19.223440380790226,-14.9825172542664,-16.198402572822012,-7.959520853421629,-4.337772134392988,-13.064091428445568
Financials,-51.387571632877716,-18.519154012672676,-29.061726618709013,-33.476483694627,-34.267279273076106,-15.116099731865244,-18.341058280854334,-27.41774090742784
Consumer Services,-35.848102257414936,-15.30618401217235,-32.72021682670491,-15.50689973383674,-24.453430118149747,-11.317438851323185,-15.5584503849834,-20.050175389988432
Health Care,-41.50441508019808,-15.58873996418671,-35.038054764384846,-24.235463709736482,-18.380042759127793,-13.8120140785536,-13.729028164650598,-23.115892050018736
Utilities,-19.7207098434716,-7.959520853421629,-15.116099731865244,-11.317438851323185,-13.8120140785536,-3.259190635578919,-7.052153679943767,-10.089632243712744
Oil & Gas,-23.16578414018151,-4.437469419543918,-18.271963658961255,-15.82739060814168,-14.03293853956419,-7.052153679943767,-0.17230597871331071,-12.564262771148856
Consumer Goods,-33.8025872958173,-12.93593965485711,-27.46263662359795,-19.782840928974558,-23.462710930472497,-10.089632243712744,-12.276321722692344,-10.84893536602273
