,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,0.0,4.400022795872141e-125,0.0,0.0,7.808992294006915e-196,4.1464941283286693e-290,8.642246463466045e-105,1.3885185784304723e-300
Basic Materials,4.4000227958736445e-125,9.63268214655895e-05,1.7764882393266446e-102,2.276616446529665e-58,2.9583047752926143e-31,4.156064241106288e-52,5.900812425915904e-06,2.5514988281999257e-45
Financials,0.0,1.7764882393268472e-102,4.392688067678058e-266,5.629914751405876e-294,1.1508971935487143e-152,3.842532199331218e-232,1.079501369668991e-81,1.785621932765665e-223
Consumer Services,0.0,2.2766164465291455e-58,5.629914751403953e-294,2.370324899403174e-58,6.679736902217638e-70,2.5675942507724025e-110,5.055026992260213e-49,5.215702046464816e-111
Health Care,7.808992294006915e-196,2.9583047752926143e-31,1.1508971935487143e-152,6.679736902217638e-70,3.013348879701539e-26,4.6723732225053986e-61,1.4952731425752089e-25,1.5785010934220829e-59
Utilities,4.1464941283305553e-290,4.156064241105814e-52,3.842532199328157e-232,2.5675942507731338e-110,4.6723732225053986e-61,6.229294178233886e-32,6.240537585971198e-44,1.462129286378081e-91
Oil & Gas,8.642246463461861e-105,5.900812425915116e-06,1.0795013696683142e-81,5.055026992259853e-49,1.4952731425752089e-25,6.240537585969059e-44,0.022570426917881865,4.001091413557394e-39
Consumer Goods,1.3885185784293665e-300,2.5514988282001808e-45,1.785621932765157e-223,5.215702046465413e-111,1.5785010934220829e-59,1.462129286378331e-91,4.001091413557279e-39,3.862864771868834e-34
