,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,-57.61865288443312,-24.612565789919522,-47.78989086640935,-54.526476606325815,-60.803138468622,-50.97762298499585,-28.732201835522254,-46.78903267063663
Basic Materials,-24.61256578991946,3.901721480389968,-12.82143261041264,-17.687515123388536,-21.90978236403468,-19.252818952578046,-2.57542517467907,-13.95028108853968
Financials,-47.78989086640935,-12.82143261041264,-18.29053590639514,-33.035311742487025,-35.61613136673676,-28.83478056225709,-15.732597416885643,-26.80174334777133
Consumer Services,-54.52647660632583,-17.687515123388554,-33.035311742487025,-23.826925203092017,-37.61833830549315,-32.828199512925295,-24.03915709130889,-31.412494208040293
Health Care,-60.80313846862204,-21.909782364034704,-35.61613136673676,-37.61833830549316,-27.71313968018519,-34.22069632408632,-19.479887704223145,-33.29872157115863
Utilities,-50.97762298499581,-19.252818952578043,-28.83478056225709,-32.82819951292529,-34.2206963240863,-15.017395759776683,-18.234040010494294,-27.630610119399304
Oil & Gas,-28.732201835522247,-2.575425174679086,-15.732597416885643,-24.03915709130888,-19.479887704223103,-18.234040010494283,-5.4729804741692885,-18.36984162599053
Consumer Goods,-46.78903267063665,-13.950281088539649,-26.80174334777133,-31.412494208040297,-33.29872157115859,-27.630610119399265,-18.369841625990535,-15.600173551749153
