,"J-S div (O-AR, 0)","J-S div (O-PR, 0)","J-S div (O-AR, 1)","J-S div (O-PR, 1)","Pearson (O-AR, 0)","Pearson (O-PR, 0)","Pearson (O-AR, 1)","Pearson (O-PR, 1)","Spearman (O-AR, 0)","p-value (O-AR, 0)","Spearman (O-PR, 0)","p-value (O-PR, 0)","Spearman (O-AR, 1)","p-value (O-AR, 1)","Spearman (O-PR, 1)","p-value (O-PR, 1)","RBO (O-AR, 0, red)","RBO (O-PR, 0, red)","RBO (O-AR, 1, red)","RBO (O-PR, 1, red)","RBO (O-AR, 0, syn)","RBO (O-PR, 0, syn)","RBO (O-AR, 1, syn)","RBO (O-PR, 1, syn)"
100307,inf,inf,inf,inf,0.9478226027952312,0.7584631758011838,0.866146130164511,0.73386308956084,0.9999999999999999,1.4042654220543672e-24,0.6,0.28475697986529375,0.8999999999999998,0.03738607346849874,0.7999999999999999,0.10408803866182788,1.0,0.7,0.8,0.75,1.0,0.8833333333333332,0.95,0.75
100408,0.023217841775269768,0.009265087474787267,inf,inf,0.7744666820380851,0.9442006180362852,0.5328243582637524,0.5855539607018765,0.7,0.1881204043741873,0.8999999999999998,0.03738607346849874,0.6,0.28475697986529375,0.6,0.28475697986529375,0.7,0.8,0.65,0.65,0.8833333333333332,0.95,0.6833333333333333,0.6833333333333333
101107,inf,0.018539031950815417,0.008439476466195736,0.005325404871919067,0.6976441575479618,0.8176781196788292,0.7165451978925897,0.747380615582103,0.6,0.28475697986529375,0.7999999999999999,0.10408803866182788,0.7999999999999999,0.10408803866182788,0.7999999999999999,0.10408803866182788,0.6833333333333333,0.7333333333333333,0.85,0.7333333333333333,0.65,0.85,0.7333333333333333,0.85
