,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,0.6799002476338787,0.8108141383682794,0.5357868643312251,0.3964477536440443,0.958131791672246,0.825686528168833,0.896958011067875,0.8910895340800904,0.2337024691785714,0.22573223508097007,0.8962009722325472,0.2620696280581285,0.9196007160300821,0.5588439129698495,0.8885116999738807,0.854315903616228,0.3967561425487187,0.3877560972270122,0.890685900949078,0.719948109936511,0.8980645709722672,0.35815728982141337
Basic Materials,0.6212254308930991,0.8622708572790041,0.5100107740483604,0.3079560625190205,0.9973046797865361,0.7243319148313256,0.7922639610940871,0.9047784427873653,0.17318955209445397,0.24933404315042496,0.9665731387402481,0.6509222908766303,0.8358648583988944,0.7356124766643086,0.9039024936286428,0.7115136535388253,0.3974501642328869,0.46392644848639186,0.9029611886964177,0.6033280987782785,0.881119655105377,0.33577823956773534
Financials,0.5657243787872002,0.7030096025895967,0.611110850786545,0.36165107742595914,0.8864963444137166,0.7532188808716802,0.6216826254145047,0.9203827266231657,0.2314880898902354,0.24209819971971713,0.9004084120775178,0.6400225114221048,0.9384231602722672,0.6883097259411313,0.88483548880398,0.8209235594601505,0.6071063262067822,0.4607696718779155,0.7543255050692004,0.5909815766198276,0.7203795856133142,0.3103884731037241
Consumer Services,0.6121264361819696,0.7494617469707523,0.5687535952154772,0.3999892016086424,0.9308220177156521,0.8028107817083692,0.6994811647690162,0.8912670615428548,0.3274845746315238,0.6400322980619342,0.7715372114380992,0.46495320235714255,0.7391511581798631,0.657584561083894,0.7867381430150462,0.7788525157002499,0.6910560011541214,0.49291633628198706,0.7635023673920824,0.6035047791763752,0.7509468869264364,0.32278620764287336
Health Care,0.5830081515038048,0.738264739956283,0.5182969086281466,0.39789692796193554,0.9208226098524388,0.7111032706559968,0.6530564403448382,0.9137331597911336,0.43031888174770483,0.48844119366977456,0.934104580269322,0.4662381332615442,0.8888767505098962,0.612022030982172,0.847343726430998,0.9611218400738581,0.5675425890528678,0.37583016703650607,0.8165534685780291,0.5503673982986106,0.8242563214355929,0.4956064212520981
Utilities,0.5550185372624323,0.6146496461712523,0.34901641964680774,0.16520380877436347,0.9324046046477019,0.6666577722078404,0.658508897331475,0.44439513362355143,0.18117979583870247,0.18186083076157056,0.8515211161140974,0.11254421125279679,0.978371789693538,0.9409796843337133,0.9862522443201223,0.963449969901498,0.5143229518905792,0.43722131728795866,0.7813340124859562,0.5918327123769151,0.8881429207695739,0.3198078882575204
Oil & Gas,0.6402931125793945,0.7079375983278446,0.61387261559695,0.21651525835814622,0.7585442306647208,0.4866651750218409,0.6406729558202751,0.7997472329089974,0.10115642431298166,0.23895788044543442,0.7709780183363917,0.5787591154426526,0.9225011430937116,0.576294618614619,0.8623435958275372,0.6753482223736924,0.4822080373691777,0.4017677990150794,0.8041490502678696,0.6617795907793877,0.689791535107213,0.4268479785122614
Consumer Goods,0.729042142941428,0.9270830544965456,0.5525601978729635,0.3986134579545122,0.9638063756408934,0.6303611922212942,0.7098549023114837,0.9950830138689899,0.2762965929693104,0.27912167328057835,0.9100341949289603,0.6839034895767933,0.8425033177790093,0.7995942003784993,0.9953242082463165,0.7552479051234346,0.6981120842832287,0.42329888008413175,0.8003385603897695,0.6487931233249427,0.8978450604415154,0.4062250806603178
