,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,0.6402931125793951,0.7079375983278451,0.6138726155969505,0.21651525835814622,0.7585442306647199,0.48666517502184137,0.6406729558202744,0.799747232908997,0.10115642431298166,0.23895788044543465,0.7709780183363919,0.5787591154426521,0.922501143093712,0.5762946186146192,0.8623435958275378,0.6753482223736929,0.4822080373691775,0.40176779901507875,0.8041490502678708,0.6617795907793873,0.6897915351072137,0.4268479785122614
Basic Materials,0.5398088561891574,0.4969472756638136,0.5093902664965773,0.10924839479073145,0.7104961706453072,0.6313980774108816,0.6646956902457803,0.8477068841865911,0.04300779492606854,0.2613209630838449,0.9202425601999533,0.8495772670652817,0.8536017371135491,0.7298764651587037,0.6834376285567978,0.5389057604555361,0.2803272043230425,0.47997385944215654,0.7972659063150223,0.4493841661209761,0.6623015908203518,0.4115987696629555
Financials,0.5167080320837154,0.6156850791682038,0.5977352411025345,0.1978756845834153,0.6637380539847595,0.5891952310142001,0.4304296338484086,0.6897596978227141,0.11042565854424224,0.26899576843829376,0.7949098705538988,0.8847576040959293,0.8514617761987775,0.6884288619356322,0.7394376035390624,0.6198650892268136,0.48988412708772855,0.4437483223672132,0.8410734141721858,0.5167589585419032,0.3498526739592793,0.4019751157702345
Consumer Services,0.5920967283082468,0.6623255912437374,0.5714634353176589,0.23846960433270548,0.6457112434795005,0.6611808888483419,0.5840933453726538,0.7072499941170958,0.1408659821154168,0.6768639938437364,0.6845849353406384,0.7315384424801203,0.6902791606757546,0.6409476614599159,0.5469316334510868,0.622599854808473,0.6529426870873962,0.513907345325296,0.7679335965621017,0.52752033313945,0.5959488514850091,0.3717254425184775
Health Care,0.5595155757010988,0.7868898923744958,0.5852743675218615,0.21973616730089018,0.5888264298156993,0.6043054241981112,0.5084912659805876,0.828618633698434,0.3716902544702858,0.49671827509493327,0.9726658306155607,0.7020321472640443,0.7816975605367948,0.6225009923286127,0.6764202177362202,0.7574302402121214,0.48955680318790273,0.40173892325228655,0.9099130615607862,0.4936363378827413,0.5278691118999794,0.5142624177870401
Utilities,0.426548882927809,0.3810169691097367,0.37150585818881265,0.025920397465974743,0.8338837037383362,0.3686917649665844,0.43851140458498294,0.9035040498865703,0.020512224061909112,0.11920602096184285,0.9401114375689377,0.6254264763572306,0.8710157145174529,0.9137367186970728,0.9395568022841596,0.7443533586446631,0.3117394964609521,0.4944388314026922,0.7301783629959202,0.5128451528473552,0.32776780180924714,0.49943138204144155
Oil & Gas,0.7290556412796247,0.5951049318869961,0.6696596903665024,0.15390782155295035,0.5945651489099706,0.25857241639847617,0.6628161996806736,0.7341401243975971,0.00432024021310462,0.23094004564010784,0.9785071661662395,0.44113637010738227,0.996609076474227,0.6691298232170224,0.681991908402307,0.5533002474124302,0.42667846937381193,0.5527476736576575,0.8254905604380474,0.6174659773094322,0.34580910834189416,0.6992157504955685
Consumer Goods,0.6186188525990186,0.7957989830549528,0.5638797263375315,0.22314576512411222,0.6863413636108671,0.4228804401998434,0.5641192086082674,0.6609074417330341,0.14356028286573697,0.2937292868660455,0.9876462949943896,0.9621714848759724,0.7922001126447764,0.7773326463629417,0.739156002576479,0.48564782570375975,0.5284711385382084,0.4134724214321095,0.7765499571936794,0.6045849952505646,0.9040438999894043,0.48000354806457746
