,"J-S div (O-AR, 0)","J-S div (O-PR, 0)","J-S div (O-AR, 1)","J-S div (O-PR, 1)","Pearson (O-AR, 0)","Pearson (O-PR, 0)","Pearson (O-AR, 1)","Pearson (O-PR, 1)","Spearman (O-AR, 0)","p-value (O-AR, 0)","Spearman (O-PR, 0)","p-value (O-PR, 0)","Spearman (O-AR, 1)","p-value (O-AR, 1)","Spearman (O-PR, 1)","p-value (O-PR, 1)","RBO (O-AR, 0, red)","RBO (O-PR, 0, red)","RBO (O-AR, 1, red)","RBO (O-PR, 1, red)","RBO (O-AR, 0, syn)","RBO (O-PR, 0, syn)","RBO (O-AR, 1, syn)","RBO (O-PR, 1, syn)"
136833,0.004803190521908519,0.02080514875450503,0.10223085767661032,0.052489067994581015,0.7760985783858663,0.7880628180042907,0.797826044501841,0.8503812066056111,0.7473639898945594,0.0,0.7692956665478266,0.0,0.8070075361203013,0.0,0.8281089931243596,0.0,0.7706975670108862,0.7778416907478176,0.7902129600138179,0.8148270053269985,0.7430091152873891,0.7538250874777627,0.7606791500356961,0.763421261835618
138534,0.005262433463002264,0.04308564685210353,0.008307336438181072,0.04222444246175397,0.7661673359543666,0.8236078841339637,0.7801311027155832,0.8150321391147723,0.7463874091194963,0.0,0.802232027257281,0.0,0.7947729837269192,0.0,0.8096533379861335,0.0,0.7713151594721201,0.8012941749511789,0.7780405926493246,0.7964534398611427,0.7151267093643242,0.7340478343408532,0.750217384134771,0.7581073091737893
139637,0.0057539519765853735,0.0717079342048383,0.002146772439174482,0.038653034520471335,0.8561311500508364,0.8708088309489269,0.8633902065925099,0.8606974535707334,0.7863781711351268,0.0,0.8091177690367106,0.0,0.8612596935223876,0.0,0.8542602191944086,0.0,0.813348673646539,0.8244278261771296,0.8201051183791908,0.8189861434240345,0.7281740770397839,0.7411692503403028,0.7828755499141391,0.7732861753139512
140925,0.011622216921982865,0.0028885243585930467,0.10865288312982611,0.17437350273428545,0.7517030817440828,0.7821620645035982,0.7645680407373078,0.7644933633944799,0.6941770574630822,0.0,0.7198140957045638,0.0,0.726748351373934,0.0,0.7310911687316468,0.0,0.7605816295670739,0.7788758727844298,0.7713600121403316,0.7723317602359426,0.6951494738443021,0.7090953870755833,0.701401219129946,0.7038985489378108
144832,0.006457206920710411,0.07040611895341811,0.0067910949917535934,0.0017824969578389455,0.7780532321979284,0.7884479398459061,0.7215825409395419,0.7692178322867126,0.7420311005932438,0.0,0.7675484313419371,0.0,0.6335559863022394,0.0,0.6952651719066069,0.0,0.7749854023234906,0.7837699998451977,0.746471385978949,0.7732084950730834,0.7144299663218414,0.7231350757247773,0.6624031364337944,0.6905388481120778
146432,0.008021344486338625,0.2116048015045497,0.01013904599668079,0.017141684619511502,0.8017434959273002,0.836470040393657,0.7878903061444271,0.8314062171529669,0.8133816051752641,0.0,0.836663482042539,0.0,0.781256028242241,0.0,0.8240579762263189,0.0,0.7800808586564032,0.8011683274034941,0.7768581150054964,0.8043328582784575,0.7597653674887273,0.7692743472690607,0.7350721074464793,0.7617906659254053
147737,2.9519066691924998,3.498197031334974,2.0335504674107465,0.33610089548272837,0.7468047611051457,0.7429399356677339,0.7018868665318334,0.706816321651867,0.5962239668569586,0.0,0.5735794773111791,0.0,0.5858201342488053,0.0,0.5692972729158908,0.0,0.7529580063681276,0.7506624324472689,0.7385617692499046,0.7413188191678711,0.6432393202455313,0.6311901344460099,0.6408119343427752,0.6363383777032419
148335,0.131045010803519,0.05098123128042488,0.033911540357864436,0.2298157674018309,0.39140599128891146,0.4549167380726798,0.5977832049667536,0.6010741011109866,0.20776067295042688,7.00515841576044e-50,0.2803773482710939,5.576235638446966e-91,0.39220134743205387,1.5329557338243355e-183,0.41437583747103346,9.46374510214423e-207,0.6156981308428433,0.639301625019724,0.6853990254982284,0.6962831919738923,0.5429428361992923,0.5607295044957865,0.5869669202789748,0.5905861814983968
148840,0.022762356651805815,0.04914943466109159,0.02118985036070673,0.0876061728609196,0.7271113349755177,0.7742720307343877,0.5733956907409564,0.5961489539480318,0.7128836629473464,0.0,0.7675770449110817,0.0,0.3862008744880349,1.4670503813418787e-177,0.40913727278149087,4.1641201318738785e-201,0.7501823397106685,0.775423426618664,0.6753247897385366,0.6845346287824103,0.710334274269424,0.7289888884798568,0.590527303234774,0.5940734433201598
149337,0.030494317264838096,0.017266882291217804,0.017107094293473867,0.015013607346396996,0.7769448510220774,0.8024452973269316,0.7883412387727983,0.7857686906346961,0.7493850311274012,0.0,0.7638283762811351,0.0,0.7660501711860067,0.0,0.7647502366700095,0.0,0.7744130178917396,0.7868844429200326,0.7816886983709169,0.7807010258476592,0.7305141754605055,0.732167750483731,0.7322157260388276,0.7278872582442554
149539,0.01933844861731841,0.010615142001084482,1.8922393701785878,2.2966438931637567,0.7974443844531449,0.8253073217810707,0.7102251935573761,0.7102982295231538,0.7871666692786666,0.0,0.8028866137474645,0.0,0.5968540724821628,0.0,0.6083260392450414,0.0,0.7843348919188082,0.8018947130745054,0.7420423128407571,0.7465700461810901,0.7609933912773814,0.7696021496070321,0.6544238199945557,0.6561409450906646
149741,0.002700961919797959,0.06919734309257008,0.025351942119391895,0.0009232499837948841,0.7238417045677863,0.7692300263266444,0.7537699684932748,0.7584029744058823,0.7211411629896465,0.0,0.7603176636287065,0.0,0.6458248081049923,0.0,0.6616004316160171,0.0,0.7455682430236107,0.7719949689997908,0.7616783698780462,0.7671892549773873,0.7170781720443415,0.7291072956893736,0.6626901851449045,0.6752959625359684
151223,0.025189245524496362,0.013923597850101398,0.0548747334237546,0.013438136424447966,0.7143298206305547,0.7723873974670425,0.6613037714365498,0.7466887038165563,0.5657221569328862,0.0,0.6680927372517094,0.0,0.6360216081608642,0.0,0.6995036659641466,0.0,0.7367624680895987,0.7696147243150779,0.7239941797884255,0.7636556745702119,0.6314187336442123,0.6740916579657306,0.6791551424255582,0.6903796314125298
151526,0.0036541067287001357,0.006054476333493444,0.028393266551237875,0.03183400855195083,0.596316403930587,0.6345050431072954,0.6634008252017113,0.7484418408343004,0.397805775912231,3.060172350809694e-189,0.42677206798288264,1.637232553644558e-220,0.4834133745045349,3.1396605232328273e-291,0.563376577799063,0.0,0.6818799469572787,0.6923639752772192,0.7036364993873465,0.7434031141993862,0.6008641534215067,0.610019281703144,0.6373573312299817,0.6602743209196404
151627,3.729956657369011,0.004071508548519895,0.057776152434334996,0.027874608807482423,0.7565511626860731,0.7672428100030245,0.6973976954862001,0.6980225064368933,0.6304151368966053,0.0,0.6149633066145321,0.0,0.44657648688705937,9.917422319431764e-244,0.4465628658305146,1.0301588924206312e-243,0.7608032574569764,0.762770081420182,0.7108649266503808,0.7144204796104385,0.6641222255281642,0.6639467629980897,0.6136253109818394,0.6178284672701779
