,"J-S div (O-AR, 0)","J-S div (O-PR, 0)","J-S div (O-AR, 1)","J-S div (O-PR, 1)","Pearson (O-AR, 0)","Pearson (O-PR, 0)","Pearson (O-AR, 1)","Pearson (O-PR, 1)","Spearman (O-AR, 0)","p-value (O-AR, 0)","Spearman (O-PR, 0)","p-value (O-PR, 0)","Spearman (O-AR, 1)","p-value (O-AR, 1)","Spearman (O-PR, 1)","p-value (O-PR, 1)","RBO (O-AR, 0, red)","RBO (O-PR, 0, red)","RBO (O-AR, 1, red)","RBO (O-PR, 1, red)","RBO (O-AR, 0, syn)","RBO (O-PR, 0, syn)","RBO (O-AR, 1, syn)","RBO (O-PR, 1, syn)"
100307,inf,inf,inf,inf,0.7714554405197995,0.8951146650242411,0.9895797876884506,0.94878316338569,0.7999999999999999,0.10408803866182788,0.8999999999999998,0.03738607346849874,0.9999999999999999,1.4042654220543672e-24,0.6,0.28475697986529375,0.75,0.95,1.0,0.8833333333333332,0.75,0.8,1.0,0.7
100408,0.012373611557187166,0.017698910610943027,inf,inf,0.824283592442774,0.9236599673946976,0.9685945085542709,0.9474370263238965,0.7,0.1881204043741873,0.7999999999999999,0.10408803866182788,0.9999999999999999,1.4042654220543672e-24,0.7,0.1881204043741873,0.7,0.75,1.0,0.8833333333333332,0.8833333333333332,0.75,1.0,0.7
101107,inf,0.04918639256458709,inf,inf,0.873182712880887,0.7731403278930168,0.9836939602539043,0.9824607752448592,0.8999999999999998,0.03738607346849874,0.8999999999999998,0.03738607346849874,0.9999999999999999,1.4042654220543672e-24,0.9999999999999999,1.4042654220543672e-24,0.9333333333333332,0.8,1.0,1.0,0.9,0.95,1.0,1.0
