,2000_2001,2002_2003,2004_2005,2006_2007,2008_2009,2010_2011,2012_2013,2014_2015,2016_2017,2018_2019,2020_2021
Industrials,-0.000330931544079492,0.002985018379391345,0.000736350843785497,0.0003203082157490782,0.009611251505528148,0.030227486681189682,0.00669361495385303,0.0026450284030602295,0.00138902640698882,0.0033701333460273565,0.009857569580250747
Basic Materials,-9.478631808549513e-05,0.005353394709639669,0.0019014075514718533,0.0017878823710772856,0.011947039229536082,0.028107718565652393,0.007461484164160316,0.0025985628496647223,0.0025299922424069786,0.003005053775479638,0.013597800792511317
Financials,-0.000601960259359632,0.0033607987500628134,3.109927213582608e-05,0.0002158195300571375,0.0060682667251685364,0.019019607600532215,0.006717023644288617,0.000654015067972548,0.0014793732753374288,0.0008250785814630378,0.008262585092157153
Consumer Services,7.784625423290186e-05,0.0017209093412848438,-0.00010327764273958857,-0.0007647213782031656,0.006611727855478217,0.018007636214954735,0.004719900001045753,-0.000745955317157611,0.002346540349846319,0.0013246811223417484,0.010028338878631944
Health Care,-0.0013510273901905607,0.002161517101154052,6.158228372011695e-05,-0.0015024491846561945,0.0026805476023504075,0.012344418291824763,0.0048160915307776065,-0.0007088463316168906,-0.0016955084990694566,0.0006450474911588027,-0.0012241791595650245
Utilities,-0.0016883081919383703,0.0016300399672418602,0.0012396156569092845,0.0013186629427336806,0.007022156012728864,0.0164912612396005,0.005430878772107439,0.0002224355182710802,-0.0009171185712667475,-0.001800109965819598,0.001108086234985103
Oil & Gas,-0.0004970308792833857,0.005519111252982485,0.001650754796015828,0.0035617821921670005,0.011271227838687255,0.026398950184559084,0.008090784291567253,0.0030439653225764283,0.0037421014304212566,0.002476707039749331,0.010778761573656885
Consumer Goods,-0.0010612711885441771,0.0031970067591881256,-0.00042394211442973805,0.0004095092516775724,0.0038692455553707246,0.021609757218424574,0.006420156493182873,-0.00032638757360271397,0.00105299748870058,0.0011596934006028966,0.004277560543598856
