,2000_2001,2002_2003,2004_2005,2006_2007,2008_2009,2010_2011,2012_2013,2014_2015,2016_2017,2018_2019,2020_2021
Industrials,-0.00020754396368162072,0.007064916969716803,0.005185235513686161,0.007043375396258224,0.025892969180954115,0.02420688299742799,0.010358991964661142,0.005376157946731443,0.002840839726246637,0.005501318346371338,0.01704776852973643
Basic Materials,-0.00026209953316870104,0.00864019743204007,0.006374035174816387,0.006261131022973673,0.023905290953263377,0.02863915034765341,0.007466427978716959,0.0027763996128490373,0.0014411361507189913,0.0035318802837295492,0.014843715877397618
Financials,-0.0009725942823066777,0.005248079589616017,0.002247437371875189,0.008939708003019993,0.03319105049096181,0.022990156650432223,0.007096809556303711,0.004654207019156173,0.00170075622070078,0.0032270579639130555,0.012420207315452953
Consumer Services,-0.000869220300370323,0.01019690853674874,0.004094848436571562,0.007785282567414078,0.01889487132370153,0.020395802608275726,0.01087142442190206,0.0043330128610774435,0.0018451724035551604,0.0013860374226728161,0.017068792115556227
Health Care,-0.0007325424252544581,0.004238664798635255,0.0029755537151711434,0.003864618496767935,0.007281438858103474,0.015894214801821047,0.007273440901654845,0.004879751618295217,0.0009009552718058953,0.0011109468522123008,0.0011757260909916831
Utilities,-0.0012057737309174206,0.004678164876547277,0.0031802987562962784,0.003976286905479995,0.015322795479513322,0.016952534043712327,0.006341885057947292,0.0028433163736950756,-0.001185273600264569,-0.001397480160246494,0.002709121027490394
Oil & Gas,-0.0009606117052465343,0.0010017260692728425,0.0003854377784587891,0.00016506202348218758,0.009261635968742788,0.01935170728488151,0.0037187591747551707,0.0011432556241929958,0.0009470354692091692,0.0012459645909281645,0.008461260351613736
Consumer Goods,0.00040360717307303317,0.006028926194428852,0.0035364400778096945,0.005448383835331613,0.020532885470394165,0.019896339217020997,0.009336610605659861,0.004989258803749883,0.0007059511606456871,0.003950817019988254,0.007688884584048893
