,2000_2001,2002_2003,2004_2005,2006_2007,2008_2009,2010_2011,2012_2013,2014_2015,2016_2017,2018_2019,2020_2021
Industrials,-0.0013807012832787562,0.003503300141192746,0.0007327869930645698,0.00037149918738568213,0.006682208097021006,0.028695407950413632,0.008887058707315848,0.004175227722772196,-6.265486076538604e-05,0.004234678921052661,-0.00038127884262196664
Basic Materials,-0.0009072914543904861,0.004057318701907991,0.00033830847058060926,0.004489457973843132,0.007482926862840511,0.025245433446579327,0.007583675326205094,0.0023958380607191467,-0.0008375158423497961,0.007291733529727771,0.0015450524827693205
Financials,-0.0016353074108992022,0.0017853039774780857,-0.0014272482938569198,0.0006661508293426393,0.005513838452684418,0.020285456181091836,0.00876473050958873,0.0016203456795321537,-0.00038019367856705977,0.0018154449288651175,-0.0008453452020549511
Consumer Services,-0.0009680903685246227,0.001400212346766353,-1.5213202630892652e-05,-3.690125197740432e-05,0.003986478133011165,0.011082537041395123,0.007184872006133133,0.0004356389546036597,-0.0011052806382090402,-0.0002397912109632916,0.0002547493486135239
Health Care,-1.3178227095116719e-05,0.0034885804902168274,-0.0003272477834892992,0.0007409580215311859,0.004015108754052488,0.016641249452418627,0.008982394373080035,0.001958262290018244,0.0016047376927198708,0.004424091080836412,-0.0016412900691739095
Utilities,-0.0005472658745226955,0.002947643949598262,-1.948599848169736e-05,0.0010424428505434362,0.006085094019183421,0.02490396263720279,0.005278182668549933,0.0006197711938250552,-0.001706100462817961,-0.0022971447361744167,-0.0028500655072651805
Oil & Gas,-0.0004931011512880382,0.00533012369934674,0.0015492404055732236,0.002437632242247277,0.008568762328202232,0.03507989623846607,0.008812215481670682,-0.0004707346350798756,-0.0003661462581037611,0.010345677988688915,0.0022012995766742412
Consumer Goods,-0.0011408612536276167,0.001659408518482186,-0.0007190625188885453,0.0002525378750287339,0.004063304241437787,0.018590819226544947,0.005876299170198245,0.0014766436652533458,-0.0007959781408214882,0.0015485612345755722,-0.0021884731685036128
