,2000_2001,2002_2003,2004_2005,2006_2007,2008_2009,2010_2011,2012_2013,2014_2015,2016_2017,2018_2019,2020_2021
Industrials,-3.5414969395367435e-05,0.012679426718419526,0.007010682111900079,0.012077249573038623,0.02714961906370777,0.04382030495456928,0.015741799101167204,0.024770156266665844,0.008159430257182696,0.017652591596564866,0.02926314373869645
Basic Materials,-0.00020709695653318785,0.01213362115973122,0.007029900138600276,0.006833616079994886,0.0305057598709301,0.04169755456104476,0.012736924825093457,0.014194436870785943,0.008024471747383449,0.013697205994504915,0.023765605615720213
Financials,-0.0006381491988336421,0.007535424185289833,0.006434037298215437,0.0087652314249261,0.026952478930869533,0.033829284026817806,0.013772354910146513,0.013511840156954547,0.0047174091938372836,0.005924169132202575,0.02360977707968898
Consumer Services,-0.0003703491534930896,0.00437764771883359,0.004279241234189391,0.007692125230626999,0.03047214749227624,0.03121415791514826,0.007671167035674234,0.007109913600387564,0.0012108645180062018,0.0031265676291775853,0.015243127380555643
Health Care,-0.0010839102270040766,0.003576806201086865,0.004015727827112351,0.0028656783572705434,0.012103585605941334,0.029585400610585115,0.01005583651845636,0.0068017314645901356,0.000665051578400387,0.007392788606678621,0.004084362011700339
Utilities,-0.0005744300784060868,0.006610102967182474,0.004173188829501433,0.0050725310287122,0.019292944366904596,0.03215685560810478,0.008675341890464067,0.006200666133397372,-0.0019725383737270556,-0.0022946214405421992,0.00867645852895669
Oil & Gas,-0.00016028277650115592,0.0057938327132238355,0.0003780023867425391,0.0027744318960106476,0.015593737312234358,0.03395523569385305,0.006638999998296142,0.00760175444824209,0.003999114761000306,0.004106105166700199,0.01107176034130923
Consumer Goods,-0.0001896431906854306,0.008967424682063933,0.003929595160617051,0.007461914189109198,0.025588906253185443,0.02589955794739343,0.013528534216453217,0.01156285609643723,0.0011700278126737336,0.00845629556857762,0.018471251895994335
