,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,-3.0918552826816454,-1.532607616538266,-2.462819041689895,-5.88307478837992,-3.3027862005557704,0.3465050726570911,0.8887252581641085,-1.899055364851772,-6.750580531379593,-6.490540997738123,-0.28516836675934354,1.3902321921174028,0.18834369469258697,-3.822293389881693,-1.226136912787155,-2.2081187295602778,-3.887543929722246,-3.917597300289643,4.105391825758205,0.05476179303514612,1.5106991777917624,-3.2122785433879586
Basic Materials,-2.0370163994195023,-2.709921945950252,-1.8927175611858866,-7.149304674735334,-2.9588748118681982,0.45237671299945886,-0.020282289274810357,-0.877616444027519,-9.250107421410009,-5.88374728499855,3.428698046396348,-0.6891128134972533,1.8811496954157136,-2.7654672495125556,-0.5605266775938927,-2.353729776203501,-4.943096633605734,-3.8765186044973445,-0.712059358983085,-1.7402816293567447,2.256600284505961,-1.6344517772083937
Financials,-3.541706883035137,-3.6067435939715744,-1.9158921429448281,-6.687254864778238,-5.758434175718074,-2.8064843383506064,-2.369346987018642,-3.7395460881808056,-8.158620773651734,-6.711187222819287,2.445377654959153,-1.0528816609906244,0.8350130406936729,-2.1784222611653266,-1.2122131626288593,-3.868339970943266,-4.160840043910184,-3.7049366029562867,-2.9688509656868285,-3.1879708706300587,-2.2886755840955626,-3.070576285138603
Consumer Services,-2.678893083317666,-1.9399278937260345,-2.973379996272974,-4.9502526099423765,-2.924924267461849,-0.899899478419668,-3.5960134987210095,-3.926261341144131,-8.210480748911449,-2.9403336742477704,0.40503509210864586,2.7778296981512356,-1.7711704702729059,-3.2790265834359045,-2.141761891853157,-3.427730608427748,-3.4413726816649897,-2.987525570848154,-1.5521359856115993,-2.881802645446703,-1.1131993387077337,-3.958528511672931
Health Care,-3.123073227772306,0.4657987771603786,-3.9722092678382075,-5.504592226747193,-5.6428543650665945,-3.420665948947356,-2.0696693826986414,-1.8427861691349015,-4.626569128385011,-4.305785242516476,0.9292585001462159,0.6968205507760669,2.822484810173592,-2.4008597581998585,-1.7078385341141373,-2.8111936833316165,-4.368942305790237,-4.905261633546838,1.9395491887794414,-4.155332772379774,-1.543665814371446,-1.9767621413140501
Utilities,-3.3772773529924915,-7.242712173507639,-4.108490060987346,-7.281555849037146,-1.7013233599786979,-2.071591854177684,0.12343205295238711,-2.0789779449611565,-8.181226470178768,-7.225315301984858,1.9633981979438908,0.5579325866311109,-0.5779936327357088,-1.5872191842979442,-1.894807453970878,-3.4391799691647726,-6.9660829318107105,-2.7418021015685907,-0.4945021772197523,-4.019447032884516,-2.9975455157084054,-3.444920187234536
Oil & Gas,-2.830487645114248,-3.4774201668547793,-1.4737058518895536,-5.5889660501413685,-5.879558077271508,-3.1716310513891366,1.5788363504406555,-2.884878232432442,-6.73980036170325,-4.971198551529298,1.7378662392015594,1.755141586279504,-0.2344951412770764,-3.194869184804861,-0.4608943712543271,-4.080296885088151,-3.6509205130870868,-2.3049569631066418,-1.3174909340331593,-1.955820086480611,-2.846040263626907,-1.1166721657490926
Consumer Goods,-2.266914157968298,0.3392911099760188,-3.00334541916335,-6.242400757893593,-3.386111954965522,-3.5269579348572067,-1.4245427688163368,-3.0628719669693774,-8.533046493512789,-8.521260946536517,4.170880255696871,0.2895869162154721,2.2941094410582714,-2.8969326014332486,-1.3495547205654215,-4.3715468685387044,-2.5873911100546105,-3.3955189683166247,-2.269414325273487,-2.7626862195976134,0.7140983043835261,-3.2469637797620488
