,2000_2001_2002,2003_2004_2005,2006_2007_2008,2009_2010_2011,2012_2013_2014,2015_2016_2017,2018_2019_2020
Industrials,0.003072258256235294,0.014129663937030105,0.01398835624093655,0.035281407923995554,0.01593992169254347,0.010722206451807402,0.022276534981793272
Basic Materials,0.008427531892143751,0.019540189666362444,0.013542165709485842,0.03206587223042224,0.021375713603732662,0.01156183911966795,0.018588445150519144
Financials,0.0025043534642463527,0.006740475676638047,0.012659878991474333,0.019441263237866296,0.016199262487473387,0.003444693458127971,0.008373999505701843
Consumer Services,0.002086465889049162,0.006109387982724058,0.008900804927158099,0.01599590163603632,0.007842646474538377,0.0030053198731423234,0.004710557323729894
Health Care,0.0006540369500874618,0.00491320625202062,0.004318308703407478,0.017250298399910127,0.011632292104425509,0.004727765155254961,0.004875374190316618
Utilities,0.0016965604100522265,0.011132156495519638,0.010510544425460169,0.025605230811273996,0.015568256485393712,0.006197222382684333,0.004890423289293601
Oil & Gas,0.0021353409457289044,0.0030234762645404635,0.007771626954157616,0.03702771866764599,0.0102186715796688,0.0045516559957330775,0.007211194109786672
Consumer Goods,0.0048585419734456245,0.01183745349960721,0.011765409259088162,0.020866631289923637,0.011806996077999855,0.005447780916720437,0.006763112953355537
