,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,0.0007233467917404328,0.009584163195538885,0.022403218350991568,0.018581584315593126,0.02351839290522955,0.0104112102772522,0.015448817502483772,0.017408465673534667,0.042017940187951575,0.04650880225174327,0.05507776878601564,0.08412840945374138,0.0338455913915422,0.02240427667945573,0.02546932383584845,0.01598495914083139,0.03629365875347331,0.006703413905376918,0.04276473217999537,0.03866711575727569,0.035150990924483795,0.015178866992198913
Basic Materials,0.006516503271303963,0.017058849741643938,0.03817450517960817,0.025829647762549243,0.03815530383559039,0.018992347802900537,0.011600578998167053,0.03609134602964381,0.04613316134207076,0.06084344548087829,0.04986736745197847,0.07580264064245991,0.04536943173962365,0.026887022471840837,0.016124446426859444,0.013229569809681646,0.04059779176270691,0.0043645357873884905,0.039310903634282884,0.018774824836689463,0.025359710210763314,0.020269789581335493
Financials,8.515764651911363e-05,0.006139578967075313,0.018113635699322884,0.012576274465736104,0.009588968807665159,0.010985293326421137,0.008058493342099205,0.016685685368284905,0.026713973147320852,0.041714349307460596,0.04196314286181227,0.048940805264763985,0.024305294831861942,0.012667285879971978,0.01960449804994347,0.009294461868144444,0.014506026767644955,0.0017319412197582373,0.013638379552228238,0.009651234561459455,0.02850521758521855,0.010674057126799839
Consumer Services,0.0004241614570013422,0.0027765931787492285,0.022333660054971935,0.015961711046501924,0.00900431079073837,0.008119930125401215,0.005049646863111004,0.02152330186681852,0.01800626411293783,0.039685403064639524,0.03930218474321243,0.04115621387566509,0.010714795041016422,0.00896790952405379,0.00855741659627209,0.004505197617921456,0.02020835004843529,-0.0009153940172227783,0.014183865183859348,0.010067995960040495,0.024664312208594615,0.00772228288363965
Health Care,-0.0017811097577151397,0.005575071487502476,0.009292002546804267,0.007973206810357781,0.009232220797311555,0.0027751550217587732,0.001600068011194024,0.014908294895635337,0.004976925747557022,0.015120740118308282,0.02600872774553885,0.04165568261285053,0.0172211506210583,0.011695093177863906,0.010039294405639174,0.0055599572588419174,0.011656665159993964,-0.0035595463131318896,0.03309160321010981,0.009176025391856678,0.012018718781444341,-1.6718730308744918e-07
Utilities,-0.0018231417240677672,0.004565821517830214,0.012436384358025788,0.01619857354993734,0.024557460159739752,0.01308317462251151,0.0014514998028853476,0.022910547714678525,0.019027771822430525,0.027197499051588706,0.038568082598448565,0.04730088629521386,0.002753548109590723,0.005092583303641453,0.004302221869128951,0.0006583462249201905,0.005075235776950222,-0.002392648817729543,0.002095835168314064,0.0004848378037795634,0.019015487940438065,-0.004403969288004423
Oil & Gas,5.1725490014632925e-05,0.0054891616481132265,0.015603612223555663,0.004023185574724992,0.01095945183637668,0.011552911919996366,0.014362547612475466,0.013133602831712273,0.030392458024525476,0.05393333763428209,0.0570098897680891,0.06553808762086785,0.022869708708224294,0.010087952572908294,0.013178684013301486,0.01065045000335771,0.016112015755082348,0.0020004620983525307,0.02679814613480055,0.015332189766268163,0.030022480896005822,0.014983560093461648
Consumer Goods,0.003748954395030468,-0.00013938014892774956,0.018870816842677326,0.023791512651570798,0.015145968930664359,0.007843295091876496,0.005094410445396809,0.020354598254003264,0.02801986695253319,0.0333058613324279,0.035541047830541524,0.040193869461641454,0.017764935913857867,0.016319520158033677,0.014032114760666316,0.0062854634960861034,0.026063217612456464,0.0022441061950390115,0.01643685350368892,0.007332784690756127,0.02240712708441533,-0.004679175302577494
