,2000_2001_2002,2003_2004_2005,2006_2007_2008,2009_2010_2011,2012_2013_2014,2015_2016_2017,2018_2019_2020
Industrials,0.0023235070646862193,0.009574304465208598,0.017641889320940456,0.028048759758443655,0.011651877024742184,0.0049965448946784384,0.01615405509411178
Basic Materials,0.007487082606615227,0.012667310683887578,0.013393140715405214,0.0401550740911684,0.011696430297453026,0.005868658884482958,0.013502618834852306
Financials,0.0020893422418894326,0.004201669443248335,0.014791989419691941,0.019180734128530132,0.008793981180562455,0.004094868473987605,0.005734803502457313
Consumer Services,-0.0003126134074231679,0.0014680674512583306,0.010659552078389473,0.01209016553730886,0.0068695550258000004,0.003954345165777884,0.005749749125860034
Health Care,9.987949666330209e-05,0.004686904047596543,0.005008144861616883,0.012928046749968157,0.009571275032000401,0.004692698332846351,0.004883436439315281
Utilities,0.0018670502522283971,0.005515136310456326,0.008371190209973888,0.022596664399337708,0.010185459178117582,0.00043852949933215993,0.000929996115027449
Oil & Gas,0.0026547827917324223,0.001676686566816743,0.0019443809990752252,0.028988932475751048,0.00831130238616364,0.0014643303980295247,0.006739473690126317
Consumer Goods,0.0033916367958414335,0.01188620149423041,0.011814978387651325,0.012891715219297988,0.01057567835738334,0.006838087778114493,0.004134021692809263
