,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,2.090269327439715e-06,1.1006157892728834e-05,2.6141935581538013e-06,1.3756591814941676e-06,6.643380709014015e-07,1.5879467201781862e-06,1.957424346710549e-06,4.388343657507504e-06
Basic Materials,1.0855024218487718e-05,1.394873675832357e-05,2.9400489523330706e-06,9.56677720891633e-07,4.858367328476577e-07,8.271403560038912e-07,1.8069419926872443e-06,4.45772441839627e-06
Financials,2.782366362802371e-06,2.837975275657839e-06,5.381098764664857e-06,1.1803776389432376e-06,5.157466469615647e-07,5.598040537417407e-07,1.3484128275028376e-06,3.897265638134353e-06
Consumer Services,1.3529980107145652e-06,1.2120701763036067e-06,1.3495567617606967e-06,8.747740997332641e-07,2.4202716610108676e-07,2.82566175086206e-07,4.2079516501900683e-07,1.787732356341313e-06
Health Care,6.542763466582421e-07,4.3732227203959025e-07,5.701591308025248e-07,2.767630360657533e-07,3.076226678223366e-07,1.0649945841789326e-07,3.6551188731759586e-07,5.313122617018933e-07
Utilities,1.5666018054596912e-06,5.863987025670222e-07,8.330966976872423e-07,1.6845645452143133e-07,1.6234942236160328e-07,1.9685281199531284e-06,3.041169161241647e-07,3.3134415075486456e-07
Oil & Gas,1.9846196175445087e-06,1.7187653655319312e-06,8.91470026612334e-07,4.964860848256733e-07,3.675308015147337e-07,5.444574645083873e-07,1.5459425184450423e-06,1.514117470745405e-06
Consumer Goods,4.328198337417537e-06,3.880180045741509e-06,3.4057170689841506e-06,1.015962699333294e-06,7.88856908311219e-07,2.6697244863205117e-07,1.533253186805473e-06,4.471944010546766e-06
