,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,-0.002204058815522318,-0.0012150993947076302,0.0035151950274843373,0.006668798567215354,0.008468688349687784,0.0049989287441311306,0.0010098945948870878,0.00976600650778902,0.011917935978414545,0.0246579643089309,0.02895161439444335,0.05686080142315616,0.006907649855922019,0.008078499832342954,0.0071623627007119835,0.002784095497789396,0.0005637360941185509,-0.002801026920383526,-0.002261423406109788,0.0002441561090803022,0.02565802837285989,-0.0052268356461572015
Basic Materials,-0.0023011739927792925,-0.0005728774095849492,0.004964732278269094,0.008760850751212385,0.010130503169095967,0.002833919022712285,0.0011102932533182837,0.010449965181462215,0.011481789533532122,0.023812290235396716,0.027544180437994153,0.05056921679403213,0.004543321384560101,0.006042222024769729,0.005019824810181454,0.00033404345082736823,0.0016532424663035855,-0.002665269659507568,-0.0016988298358034354,-0.0015183830383522802,0.020195088255184106,-0.0068007714680034664
Financials,-0.00219708202962316,-0.0020193659795625686,0.0024047615067541435,0.004956440187323165,0.004392212196222451,0.003185956344101457,0.0008077748075774232,0.009516240408798981,0.009879959388200254,0.020490300492535037,0.022559636839086728,0.04042215442927085,0.005051657535532063,0.008576777514139912,0.00608446135555963,0.00160027604045925,-0.0007009353834754664,-0.0029260530416258027,-0.00327065638949368,-0.0019191008094246035,0.019758904983739202,-0.006080723678257747
Consumer Services,-0.0026356754274466042,-0.001870719764039974,-0.00021764792563758946,0.00467491174819603,0.0055449514548641665,0.001345292587188435,-0.0007253670162668208,0.00706223643982918,0.0074386291854173295,0.015240591394999682,0.013677931960352186,0.034628458748757356,0.0028596271358924466,0.005736461353620846,0.0011112217578976664,-0.0012339742540217206,-0.0006729785148738553,-0.0027266138951961352,-0.0029456779211127645,-0.0024875639241606034,0.0141226509916789,-0.0058471720635508125
Health Care,-0.0025584844864125485,-0.0025336289512198516,-0.0002839826921048451,0.003391552993058073,0.00385910119164547,0.00014881457695454237,-0.0007481816337566901,0.006649859196470876,0.005713107135983609,0.012766758469020683,0.017495531647916576,0.03620272189320898,0.002418110288547766,0.005032808783542189,0.00437609437702205,0.001389727917349688,-0.00062816110376146,-0.0030445200542971876,-0.002288948735405777,-0.00137713845728841,0.01028739470783338,-0.00584604973571805
Utilities,-0.002107373875019551,-0.0011903336892719089,0.004665146222037059,0.006252200248032892,0.00942959509216342,0.006278814570882195,0.0014009150220963531,0.014045772359964601,0.011280343586620568,0.02591983946204201,0.029053532634561778,0.05024267388985156,0.006528006141885881,0.012224469473744176,0.007275714749544305,0.0028059571528334195,-0.0017120295380518048,-0.002680421072484365,-0.0029543972906186863,-0.0039575009521555056,0.018961285096621944,-0.006529527679203413
Oil & Gas,-0.0027202051063962597,-0.00055276866534644,0.0033415514744746322,-8.659474367126169e-05,0.0016618751685801103,0.0032182476489237464,0.0013079458504790746,0.004010602220254346,0.0055001554804251646,0.02364360283274222,0.025536761995556566,0.03704468309979993,0.005984618800486607,0.005134795441448635,0.0035752329546804317,-0.0007355835220977593,-0.0008665571541593307,-0.003057148872872287,-0.004056709016858914,-0.0018544705434753452,0.010291781807882037,-0.007032472342539461
Consumer Goods,-0.001986198084502587,-0.002101451536508239,0.0013583592681023233,0.007339084037234717,0.006766371787448961,0.002361089895046446,0.0002674434123641987,0.007936502907996565,0.006304458252909543,0.016548888970598842,0.01731212220634082,0.03588020445174439,0.003051863847450662,0.008945613315952512,0.005870382106916926,0.003086353315885912,-0.0002682532327746151,-0.002597485213049868,-0.002716312153398095,-0.0015734814664302814,0.012393601293386718,-0.0061983149969815346
