,2000_2001,2002_2003,2004_2005,2006_2007,2008_2009,2010_2011,2012_2013,2014_2015,2016_2017,2018_2019,2020_2021
Industrials,0.0005100140711813036,0.008928009197692165,0.00945332912408354,0.005406489939320666,0.02134538921660502,0.041345815967850585,0.00880502722154747,0.0030888683594167015,0.000120263840536288,-0.00015752630037062508,0.009211348238848263
Basic Materials,0.001999785708746517,0.013296484958151293,0.012335313680416229,0.0070363159865803595,0.02871834817578373,0.03850731236777733,0.00495008510950964,0.003617943757884477,0.0005625384805184692,-0.00034399513286864956,0.006713964859092484
Financials,0.00010347052287447462,0.00690087133250016,0.005627333692766883,0.004735633431582269,0.01717787986880635,0.028811972376316903,0.006199859917423581,0.002890074147247696,-0.0012001477010438728,-0.002745874308423048,0.004998303746012438
Consumer Services,-0.001105396567679787,0.007449068628371742,0.0050255167861124874,0.003220407020940768,0.01515982069621638,0.023117631121386262,0.004154311948729804,0.000602979545742174,-0.0020999486960705813,-0.0010005148235017064,0.0045934806333098365
Health Care,-0.0006573864046054581,0.004539684149397256,0.0028771813137013474,0.0031107091408508125,0.00998639779278938,0.024807292674128765,0.002118330232857822,0.0010682367743291708,-0.0005960019198902116,-0.0008624372550016103,0.001831728896469726
Utilities,0.0022126700885165616,0.015361710341213225,0.012024688448047868,0.00942102150063079,0.019644896033886524,0.033860219972301965,0.007158305841490575,0.00437443050157775,-0.0011384527163256157,-0.0016065416715927633,0.009203581510242356
Oil & Gas,0.0004127255456014429,0.0065421371996689116,0.008658283256223604,0.005678020404509126,0.020155628882253585,0.031045547968488896,0.003259966847866012,0.002079983635069008,-0.0002767295501627766,-0.0008703108412146943,0.002299225996584393
Consumer Goods,-0.0005726686575289567,0.007385042259779105,0.007420066311389644,0.004138219925068855,0.010700957555939571,0.025905737425850246,0.005248619958578711,0.003139061557098507,-1.4742967189672131e-05,-0.0007791707852696244,0.005602534635393606
