,2000_2001,2002_2003,2004_2005,2006_2007,2008_2009,2010_2011,2012_2013,2014_2015,2016_2017,2018_2019,2020_2021
Industrials,-0.000275273014245966,0.0047043282293074,0.0036074309116880445,0.003336880163674819,0.011963992027741677,0.021539947767531403,0.007632008601548737,0.0022279345222525585,-0.0013396289333804656,-0.0008431623450925344,0.007922144132944346
Basic Materials,-0.0007729586243810704,0.00602895082399829,0.00482941451715175,0.003055948054784866,0.012815321049258647,0.022786899627083315,0.004099558185066332,0.00044365827573548597,-0.0004328638595559589,-0.002560508207532302,0.004334530917426038
Financials,-0.0007557979236445458,0.002843620205612028,0.0031786660306502867,0.0037231047299086726,0.011510468590387195,0.021086450452353373,0.006115711198510703,0.001003651952731602,-0.00014698482121975332,-0.0015752920209506614,0.004973676552179501
Consumer Services,-0.0008785564328652613,0.00450289194306736,0.0035458550445671222,0.0026047441263943633,0.012856544275097713,0.02046221974480146,0.005005541747667566,0.0012939536298540119,-0.0004432060688453936,-0.0004149336375837936,0.005513342478246054
Health Care,-0.000665662396757811,0.002987926133013698,0.0005834530658352932,0.002451373002323752,0.009498565537407723,0.013999181343767621,0.0049997882613088815,0.001415300030121282,-0.000637079600863125,-0.0011588854319686196,0.001872646894594876
Utilities,-5.518877565872263e-05,0.004148156836344752,0.0063844903057994175,0.005759986848110137,0.01594942681394172,0.022446962243776226,0.01109839173204028,0.002961503492483183,-0.0012704916097451883,-0.00034105752969285167,0.006573686460037541
Oil & Gas,-0.0005193172698025249,0.002598230397456477,0.0010116446011603092,0.001039982090752981,0.007649318008355805,0.017592274818305224,0.005630207360574329,-3.177693287389007e-05,-0.0014303939789994669,-0.0017470903955161647,0.0021692601099356714
Consumer Goods,-0.0006593000681789554,0.00473887787220744,0.005029043142371232,0.002138783575350781,0.010559352444584938,0.014900810371824929,0.0033568731437197932,0.002491970686692443,-0.0006300411178959932,-0.0008212200633913749,0.004287358020295638
