,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,3.680330461625812e-07,3.688995441078422e-07,2.958338457074895e-07,1.36287115657306e-07,1.8842977372418606e-07,8.718468705372399e-08,1.5549373066946305e-07,3.633999293577349e-07
Basic Materials,4.0756634445711103e-07,9.743821226383603e-07,5.38229842782996e-07,2.3909432840706395e-07,4.1709662753937077e-07,7.247419420345282e-08,1.6186328897679457e-07,2.2613242062713138e-07
Financials,3.359443638682928e-07,3.8404775987529894e-07,7.239962797668228e-07,2.1504062545073055e-07,1.300243396033319e-06,1.3381375841261638e-07,1.3233610617788252e-07,2.7935926602411494e-07
Consumer Services,1.6861744984584686e-07,2.233897242554134e-07,3.434040097971354e-07,1.1516680342232434e-07,6.99054266138835e-07,8.925749213774029e-08,1.317725205587428e-07,1.383663175747818e-07
Health Care,1.8200142922077502e-07,4.053942868903942e-07,1.2659117225089308e-06,7.303337102675918e-07,4.860147140741436e-07,1.7618796368617156e-07,5.604341075046249e-07,7.395327260395432e-07
Utilities,5.3452069956214674e-08,6.063156474025652e-08,1.271668517231802e-07,7.214079115539584e-08,1.468837434133006e-07,3.089859218569233e-07,7.382672654954017e-08,5.3553347177838264e-08
Oil & Gas,1.5094326439095325e-07,2.1014802604150832e-07,1.6244267255953678e-07,7.626998063363887e-08,5.512336819606166e-07,6.685375023859684e-08,2.904907310040824e-07,1.143788280732246e-07
Consumer Goods,2.0450014647132692e-07,3.5161231345828e-07,2.7636228015459874e-07,1.3575774009939053e-07,6.860763369813887e-07,5.673697000080516e-08,1.4544756510502126e-07,4.5724972688297717e-07
