,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,8.472603508587901e-07,3.1507722463489823e-07,2.5581484824537234e-07,2.1910150405738434e-07,6.22385245308818e-08,1.1580511365620245e-06,1.6509294236312465e-07,3.081900270734991e-07
Basic Materials,3.413641271574078e-07,6.356136230996799e-07,2.1519478995628852e-07,1.623493336938196e-07,1.012538814919661e-07,2.99145461403999e-07,2.7471877323203653e-07,2.1773508223739116e-07
Financials,3.153022998396504e-07,2.472062769809598e-07,1.0089303563355695e-06,1.620966990188889e-07,9.623380855644075e-08,1.287776500534616e-06,2.425744095264491e-07,2.01760616359438e-07
Consumer Services,1.9612272380699544e-07,1.0305742642187952e-07,1.8040794968833263e-07,1.0118474097661279e-07,5.1670290967835905e-08,4.0709292787988767e-07,7.967348259379194e-08,8.110641452682962e-08
Health Care,7.892255625799495e-08,9.063765636731706e-08,1.4631916440228855e-07,8.824836263937637e-08,1.34393355068419e-07,2.9369680394073257e-07,6.296085279516718e-08,4.6911989422411026e-08
Utilities,1.2313515152762157e-06,2.9725963329371285e-07,1.2889278452283067e-06,3.690430694738356e-07,3.0173071441063976e-07,4.184402880526261e-06,6.588384430672923e-07,4.949418238071371e-07
Oil & Gas,2.580890055267454e-07,3.0347506328965176e-07,2.0063316068532408e-07,5.7934072931663845e-08,3.929507527530961e-08,7.094582922273099e-07,1.0925223114963845e-06,1.7140607866321995e-07
Consumer Goods,2.629878955654817e-07,1.9901230753202784e-07,1.6740025800027562e-07,1.355349897055865e-07,5.5020353721576604e-08,4.789393351042423e-07,1.730683951095178e-07,7.275537048110773e-07
