,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,0.0007013936926760778,0.0007660505449284353,-0.000528300813932366,-0.0005757358844105109,-0.0010292453586908668,-0.0006671005379712177,-0.0001335066050413003,-0.0007806142966750862
Basic Materials,-8.0084607460007e-06,0.001481311124303201,-0.0002975842015664106,-0.00034247954535260305,-0.0013532027421493027,-0.0013628542044972214,-0.0007831137279712408,-0.00040303469832007427
Financials,-0.000226820459113893,-0.0012025221957987868,-0.0006056606611938667,-0.0013277681743140886,-0.0010780787232645601,-0.0010517366511948085,-0.0008502637519222089,-0.0013338086205608723
Consumer Services,-0.00043489697645441677,-0.00017311260633638229,-0.0008613767289564386,-0.0007615952721590583,-0.0007391332397821045,-0.0013060296222051997,-0.0010623278712853512,-0.0008646023485164486
Health Care,-0.0007183403813415904,-0.0007829417686185577,-0.000854195404944987,-0.0011945090235810918,-0.0009158118962983389,-0.0010675539593628287,-0.0009144149204286153,-0.0010613034138248951
Utilities,-0.0008649887715208582,-0.0008530886243067748,-0.00031889339787738447,-0.0008252984026186535,-0.0010247179703873899,0.00021770539464390412,-0.0009405749747998607,-0.0009046968306221462
Oil & Gas,-0.00014700194836022215,-0.0005724077027386606,-0.000838540347659437,-0.0010918906404033442,-0.0013653359896445745,-0.0007958066331654745,0.0019739615913364483,-0.0006873070052423325
Consumer Goods,-0.0007047832229788812,-0.0009633659551018248,-0.000619930580322392,-0.0010137093343397519,-0.0009311353439501365,-0.0008315017581723705,-0.0013743714370095066,-0.0007513208427093465
