,2000_2001,2002_2003,2004_2005,2006_2007,2008_2009,2010_2011,2012_2013,2014_2015,2016_2017,2018_2019,2020_2021
Industrials,-0.005196001766939808,-0.0026316144098367245,-0.00434710357823995,-0.004949643608322228,-0.0015069398733430113,-0.003748907154750866,-0.0037542779833156714,-0.004220604747434924,-0.00626429924463916,-0.004524179182855281,-0.005555300136110158
Basic Materials,-0.004405725912292897,-0.0019960660485824327,-0.004100794584654872,-0.0011589078738277112,-0.002034901451735,-0.002055475137342512,-0.004627074801840097,-0.0016864757879739623,-0.003929959796704459,-0.00198772776030033,-0.006507985334942504
Financials,-0.005349722709974574,-0.005348087603416226,-0.005229910445618085,-0.004609675663837771,-0.0017424685614014397,-0.005623707556470278,-0.0040789146945645555,-0.005592958662817463,-0.006641949070365422,-0.00673407505777548,-0.007085572482253655
Consumer Services,-0.005824408684632733,-0.004184000609849108,-0.004307454427625514,-0.006780819945043556,-0.0038106671497615168,-0.004434849765177547,-0.005798870490418283,-0.004236693092141697,-0.005377946929766031,-0.0064333747223831225,-0.0068653983608420125
Health Care,-0.005374436201727173,-0.0030223943051460333,-0.004994989059314509,-0.005421652881159836,-0.004583864581271878,-0.004797572682249346,-0.0029406845299270656,-0.004489296785190402,-0.0049722988778205645,-0.00726076922979194,-0.008821561689105487
Utilities,-0.004787289951801304,-0.003213508789758479,-0.0035471339669277814,-0.005021781133738444,-0.004677482012471592,-0.003962750863206324,-0.0018883791452730956,-0.004822507262481073,-0.0050759035846083276,-0.00516623769794344,-0.005879223075449591
Oil & Gas,-0.005535624636700824,-0.003581858559725653,-0.0032906646873449383,-0.0032663271586655497,-0.0039038846244586088,-0.003475549658406567,-0.0017872157500318422,-0.005143440363694737,-0.005379870806096432,-0.00511906541831703,-0.006112653384610149
Consumer Goods,-0.005366930883672286,-0.0014713506865228496,-0.004604384580528542,-0.004083218970856829,-0.004831213526840204,-0.005438051965818921,-0.005255924494425332,-0.0034407835943785887,-0.0061475858800833635,-0.006141060106180414,-0.008218248272695506
