,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,-0.0023214995124289164,-0.003618740797830051,-0.0007069137550595097,0.0069631367715750955,0.00507607677778102,0.0020996548294194284,-0.0013102521760145892,0.004458908061174454,0.00434524953671423,0.018173621125239604,0.014775051017277933,0.037758953155052684,0.0022109857548032394,0.005637567555962456,-5.412605601686136e-07,-0.0007833804479853791,0.0008098140876919528,-0.0021888352470865007,-0.0025276377713786325,-0.0041387180797159435,0.014502712944736443,-0.0095758747982188
Basic Materials,-0.0034178833883876944,-0.0005684102408895672,-0.00010083375178478856,0.0028178912315743876,0.008456055687083954,7.525242027547182e-05,-0.0006098984858853042,0.009069985907352945,0.007059244157444455,0.01214757001680784,0.011350735820403583,0.025506797258850022,0.0010819910953733152,0.0018347152631887909,-0.00034358646299419425,-0.0015612747238558608,-0.0008768108711292426,-0.002350055397321801,-0.0031266031952331273,-0.0034410408105806567,0.011840143859455208,-0.005045169472585468
Financials,-0.00208525231307215,-0.0033417233182287225,0.0003149236372103102,0.005385766413668014,0.0027188062185431808,-0.0004136300952511654,0.00039601578047552264,0.007925920323649242,0.007800711019033756,0.009876377775305154,0.011049283827172176,0.02350355043286357,0.00103497613456826,0.006897944431483273,-0.0016385715436874027,-0.002637680227138661,-0.000562369743473079,-0.0027092597697695644,-0.0021696314907940044,-0.0031833520754230562,0.011212433864931043,-0.005135235004138756
Consumer Services,-0.0024924510593471575,-0.0009301695009985598,-0.0006986456337339282,0.007370944653513061,0.004939881638241481,0.0021011556820017064,-0.002238871568697874,0.005166093100862883,0.007830198879030905,0.010397714527141673,0.010802112920587982,0.021733479642640705,0.0037716922034809284,0.007995802130062448,0.0002339353712092405,-0.0015114323186252879,0.00020821942098508167,-0.001921182412730176,-0.0014895451388427182,-0.002538781549592782,0.007049878137305158,-0.007816644489816805
Health Care,-0.003212354460515256,-0.003934167203106855,-0.0026515187157631396,0.003192492285824246,0.0024711241913143475,-0.0011336259716736637,-0.0014711245371066145,0.004505055561866746,0.004176006690102378,0.007575250409999493,0.005285869355098078,0.02692625419240552,0.0025096422592914953,0.004151678100334991,0.0006270650762294685,-0.0007819991629619073,-0.0010236770999343075,-0.0040783034414513765,-0.0035076275805310695,-0.002511948876073295,0.0035569234094624375,-0.00732051121503124
Utilities,-0.0016085998186694348,0.0007273454392690543,0.0019946527644868896,0.006530761441858094,0.007732384093603985,0.005017234090761866,-1.4319462283848442e-05,0.013244196641642133,0.009396232924283052,0.012033673078627042,0.012539577073782704,0.039589796649715965,0.005044206395907613,0.013436366260346786,0.00036108619698508476,0.0014036509931352763,0.00109476795516226,-0.001488549346200558,-0.00048748635719763223,-0.0012367833736980582,0.016291801228666466,-0.0035371924687943464
Oil & Gas,-0.0015996511252039016,-0.0005365966123124709,0.0007854123627509971,-0.0014508580226657638,-0.00202590686687883,0.0008223659068668493,-0.00026102071646010624,0.004550306263750332,0.00031983633476124443,0.017908979522579367,0.014205309231046398,0.019345492511995563,0.003231476920861688,0.0038130079060766852,-0.0020101740297712896,-0.0032519774269758337,-0.0019641518061269203,-0.0019754908961475757,-0.0029129506470549874,-0.0031309285351414306,0.005605896186054744,-0.007050658637537279
Consumer Goods,-0.0021033541606902645,-0.001335649927246044,-0.0013721712498942322,0.005797671030694757,0.005233868734219214,0.0012312370791940047,-0.0017667682196507225,0.00606605007568969,0.004910655165902161,0.008997737148744476,0.007688966311496521,0.022699090210925345,0.0005787924194928604,0.006196381045590885,-0.0018722928894111248,-0.0009316001020140011,-8.136204961924115e-05,-0.0018502069779820765,-0.0010966763511505765,-0.003960278316761334,0.005892295366720582,-0.00953451408844872
