,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,0.0340839988705343,0.04091979050511475,0.0579995928720329,0.08730922244190903,0.0800872813732736,0.05553394772842377,0.05563403192635898,0.07682554939210401,0.08933724740680234,0.11033090992935568,0.1292554492961934,0.16536443898090794,0.09944210011398788,0.08016525188237528,0.09684142778765796,0.08652436937941109,0.094778583244251,0.035809375872217976,0.0977536664317991,0.07696617812387191,0.10104668580746726,0.07449498466928228
Basic Materials,0.03870182646076172,0.048978654247031204,0.07050500453518094,0.09704065022283596,0.07719012275365937,0.057479305182578336,0.046043195327702645,0.08054765251266491,0.08250135822595894,0.11255498295611495,0.12588292480156366,0.15288153753141615,0.09670776655200722,0.08023521879170478,0.08462111677156135,0.06776900524222346,0.08864209493546402,0.030348324862806662,0.09971174572793436,0.07125380649268256,0.0871497074457111,0.06599331310566497
Financials,0.03389654895485114,0.03890093695422565,0.05372876261930437,0.07563384129772957,0.06803352113111956,0.05038665065164192,0.046627642386216035,0.07678544498533335,0.09897431798815089,0.09782674899699223,0.1120554395386144,0.1315893178822509,0.09080934682819206,0.08476027332235075,0.08292527600374912,0.07487994032718574,0.08008336558400708,0.026828565347614252,0.07172487897004749,0.055431566270558404,0.08789691769233489,0.06499590944823548
Consumer Services,0.03221259406889219,0.038671061290734145,0.057926725856233346,0.07274289327164547,0.07514591914866989,0.054244561744648756,0.04215033961847872,0.07345760651651023,0.09363493979150998,0.0896284337668052,0.09862960884531125,0.12722678126127315,0.07781521745095908,0.07325843913853601,0.07745054380692808,0.06438962377824092,0.07974192885180237,0.02798456451053485,0.062253174044927403,0.047186609322472164,0.08383140854485424,0.06707864178144878
Health Care,0.035161271747236336,0.04208956503943989,0.047441340815074784,0.07635916486761511,0.07953293664782134,0.04694831448525352,0.038787072575925514,0.06264828745925005,0.07958894531391028,0.09512832147699789,0.11760844618838387,0.14205074598450834,0.09739176982991272,0.07670591825352775,0.08502891399693943,0.0815568215055402,0.0925337294166144,0.04104253117304707,0.11295584314240396,0.05930752637136156,0.08712704728834421,0.07155358699780617
Utilities,0.03419361981472407,0.030143286253491716,0.04335212123723892,0.07733426981514722,0.06985995091703862,0.047527859658792755,0.034708903785075275,0.07709085871708027,0.0661538618984861,0.0974851858343051,0.10849698916842353,0.14588439114883503,0.07214949604165398,0.0870404509240575,0.06677117046653011,0.05778162252075698,0.06468878096934004,0.024915181697690844,0.05069675453193891,0.041816292982616014,0.08228953299054775,0.062680060662871
Oil & Gas,0.026064738062361554,0.03179387730356721,0.05104453936994653,0.05659986845765727,0.05221443639979486,0.03829849448828325,0.0350725549122643,0.06109231348258429,0.04588823621366118,0.09980426404372374,0.12680248440703792,0.12711618515563775,0.08307130192301966,0.06229553469239045,0.06357841681922821,0.04780039068913187,0.06988345422516432,0.024807170745072334,0.0687206800529021,0.04477350164133083,0.0711605378356202,0.05386524138633597
Consumer Goods,0.04396026569266537,0.04929696134894115,0.06824943968860074,0.10267314345960586,0.0852495408505043,0.0605168048472114,0.05253973088944253,0.07986512448821036,0.09385261895870901,0.09553376372061156,0.11137706127111636,0.14653301199946558,0.09343027816198628,0.08215002539483371,0.09160289715532044,0.08468768079270556,0.09165617351439878,0.03586076358745497,0.07632715412748975,0.05671744270225091,0.08799073764376127,0.10163534870438741
