,Industrials,Basic Materials,Financials,Consumer Services,Health Care,Utilities,Oil & Gas,Consumer Goods
Industrials,0.10730674658173613,0.10182217587863415,0.0807058242636126,0.07350651111885592,0.0657523138347262,0.0619956502594406,0.0662626486584095,0.0904032022854046
Basic Materials,0.10182217587863415,0.11620365017071141,0.07861941974858513,0.07080355395644862,0.0628157181922662,0.05906136431389279,0.07634377849333639,0.08844787118906691
Financials,0.08070582426361259,0.07861941974858513,0.07788652468110016,0.061187133498129306,0.05406975114717074,0.05693540993773823,0.05034315694370649,0.07593611707647961
Consumer Services,0.07350651111885592,0.07080355395644862,0.06118713349812929,0.06261796688237635,0.04981959811000259,0.0455975211215966,0.04339894493614523,0.07087006691445448
Health Care,0.0657523138347262,0.06281571819226618,0.05406975114717073,0.04981959811000259,0.057320960208986235,0.04370876386628934,0.037958416317431014,0.06291668084445558
Utilities,0.061995650259440614,0.0590613643138928,0.05693540993773824,0.045597521121596596,0.04370876386628935,0.09622427489989592,0.04208159013124254,0.06249380736298497
Oil & Gas,0.06626264865840949,0.07634377849333639,0.050343156943706474,0.04339894493614523,0.03795841631743103,0.042081590131242526,0.09693560056256612,0.05813346850614458
Consumer Goods,0.0904032022854046,0.08844787118906691,0.07593611707647961,0.07087006691445448,0.06291668084445558,0.06249380736298497,0.05813346850614458,0.09404186458573786
