,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,0.14663709840458147,0.12904843404941096,0.2554965485024705,0.27272809781011087,0.1850147946956322,0.16035930400034581,0.16690684784612916,0.21173097244197345,0.33902118427749117,0.36120003299795717,0.24636854484935639,0.2493132752608014,0.16338747386864358,0.24130562750710893,0.14663830952802104,0.1960621255935222,0.20766235569477287,0.2275597055542307,0.16996033918394066,0.19708304785543232,0.31644406923056834,0.3125717955298707
Basic Materials,0.15387904017243575,0.14498595847648157,0.2938516054830897,0.2646105061206852,0.18796232765958426,0.14996739525275804,0.16445414319148002,0.20806157751792884,0.3670807264950988,0.36789469104677,0.2124515694519692,0.3221765574862531,0.18961527312724466,0.2210240061488461,0.16094530091506132,0.20053194284512274,0.252853777314182,0.211072209238412,0.19586851813621212,0.18972008792197115,0.2699007780785333,0.3296532966823329
Financials,0.17342383381113752,0.12659241176870478,0.24052015385274586,0.26562429755189904,0.1828459398375811,0.15452506278174036,0.1781907857806323,0.2288106671137124,0.33866441026939115,0.3569642817241867,0.19897925374930026,0.2505106121275786,0.13603702469526444,0.20627792528399788,0.16437784295955818,0.1908226539022205,0.1864068789365696,0.2088492367773621,0.194411585852351,0.2187669333052471,0.2860237847690419,0.3485965039201324
Consumer Services,0.16100782747384013,0.14194333174888735,0.23750235079088292,0.23168531932954656,0.1928331276015849,0.1425957129246986,0.1614483812545782,0.18358319685908445,0.31011196606194025,0.30896013808284384,0.19485325439840995,0.2035898155553985,0.16123672529673366,0.20038210237477366,0.15868810688684376,0.1707174707009859,0.14031377897429104,0.1808154184585916,0.15914957357129997,0.16779681878229388,0.2842251198705781,0.3290520505757394
Health Care,0.1711616160247756,0.1288166707435455,0.25539901387259356,0.23260107721818826,0.16846621794539954,0.14309596924007661,0.16261011794522817,0.20011192424541036,0.280956898626148,0.2915538906690115,0.20045901994861587,0.22502028782272177,0.12933771820084844,0.20524299200034163,0.1647222042739674,0.15851599747062875,0.18751770431786652,0.23126804742058665,0.17360119348346484,0.19641566596089402,0.2270178283831765,0.25336431748979343
Utilities,0.18929977214583216,0.1550246883635979,0.30640282669953395,0.2609733460280283,0.16837718315702188,0.14646908930863473,0.179660722521616,0.17150468843411426,0.32844223245111276,0.3092820579817025,0.1975165086374806,0.1965286919193266,0.14033904751893253,0.18091562614881038,0.16147732993989314,0.17533908100730514,0.19357004991614196,0.20796007435690259,0.1790480493328296,0.22544554943183176,0.25126167088416873,0.3108102516518988
Oil & Gas,0.15215418149145946,0.14358791228722922,0.24395739807323313,0.25676116658075887,0.21548440702640048,0.17908765436505736,0.15835965119436893,0.23724589593398449,0.34007170128891256,0.36577545400315137,0.24897136613928825,0.20954233546769058,0.14665161213549605,0.21790261394234384,0.16858283046034195,0.224105557890075,0.1924804125378797,0.22283838242317347,0.17469839257301537,0.2127698585756856,0.2555467148349857,0.25789963621657835
Consumer Goods,0.15258911640301775,0.13056124252342374,0.24421312517478727,0.27107049790512744,0.18004984964629078,0.16556472815572779,0.17902213037425643,0.2355221739070787,0.3232742356218438,0.35304711891239815,0.19642338672702914,0.22572231073720012,0.15859709617752565,0.20978312170599345,0.1514244599539214,0.2037882256699115,0.15386115338566184,0.21961300143215848,0.21184797225136268,0.21334002872715535,0.26211045689928875,0.3028596752115394
