,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Industrials,0.03351909242926197,0.06374670224145972,0.09579084019424576,0.11261582028899961,0.10837093680494131,0.07434542661701274,0.09069411862307121,0.10234256328280782,0.16636678352488485,0.1730045800911842,0.1848346362589359,0.26662476380161565,0.12251946129163024,0.09857682934944872,0.12467223491476193,0.10371407307670459,0.13039164136707315,0.054020026400443656,0.11303841420078665,0.12097778221631648,0.22560990931218894,0.10899721641977424
Basic Materials,0.03053896336687547,0.06321434658507671,0.10841262642906689,0.11127179137553186,0.09451844403812094,0.07184106253404544,0.08376670587756577,0.11150458448876263,0.15253128988976436,0.18500842513057517,0.18174217376720983,0.2406676527977092,0.12120830598896805,0.09685915792290734,0.10760901624323978,0.07818074079723637,0.12304101658060564,0.05016059155605047,0.1076059418067382,0.10818300799306488,0.19290523764598888,0.10904842451919139
Financials,0.02812494854520379,0.045718338502614204,0.07769033143705945,0.08871001369885341,0.0760820922254214,0.06153868901930016,0.06969412912281432,0.10100655171289931,0.15555033517696534,0.1548782851625501,0.15284103852507064,0.20075160353667118,0.09955631893374185,0.09068896716968786,0.1021926182537475,0.0793522672917042,0.09611780571964064,0.037813862742370905,0.07425835853864922,0.07758562914664134,0.17337648859015087,0.08559436568271626
Consumer Services,0.028739077828951104,0.048843415660240655,0.08554984352190072,0.09561593341611219,0.09332349559411873,0.0668158452146576,0.07213485862344518,0.09994541937032671,0.15553428982974213,0.14120107313903885,0.13889789096287353,0.19433036118552566,0.0850020083468102,0.09413303166009165,0.09296315064054618,0.06753134728998961,0.0985507441618203,0.04448361123337116,0.06534576314219137,0.06888992198498547,0.17130043750666551,0.0896303200186923
Health Care,0.026038716044040868,0.03883649188228222,0.061015948215380665,0.07633027189560912,0.08559530627645186,0.049768075009339614,0.0527243053722224,0.08294269925703729,0.10320683627936325,0.11087495823024884,0.1351584079375996,0.1876269887473222,0.09341403485819609,0.0788637727086981,0.08967374813587252,0.07289271834255613,0.08662486640097095,0.029747050306040714,0.09600565518766375,0.06564708041278837,0.12454336079191977,0.06367108997839764
Utilities,0.024077365501360484,0.036845055896947386,0.05871622370000797,0.08036107679829337,0.08143188282222255,0.057269711524783405,0.048170192513811126,0.09123254836108047,0.10236423587001534,0.1327999585120216,0.1334013950571439,0.20889971483002925,0.0702950056771853,0.08047481160824399,0.06942368526998291,0.046196802687423856,0.06105435419959226,0.02212888331182372,0.037363320246571165,0.0445166247080939,0.13792591544048227,0.062492656212117983
Oil & Gas,0.02190144573298063,0.04302440477897645,0.07376786165601222,0.05700327718732657,0.05447380824137928,0.05109220272494517,0.05415571533779378,0.07049861706655156,0.08957199585060766,0.167691468914078,0.17313933101627682,0.19627506167886147,0.09194747486118894,0.07492981211662639,0.07679087352036938,0.05806926031499524,0.09440497170372042,0.03332974716464678,0.06478544442625,0.07074669434541052,0.1504832442554273,0.07409826981112454
Consumer Goods,0.03167262643149752,0.04528629355476486,0.08261535303710442,0.10678805838764636,0.08903448764225166,0.06753491730722157,0.07237653872230672,0.09404877871718063,0.14167200628628265,0.1468025178314972,0.13899338027123834,0.19371104359808144,0.09495753687042836,0.09097364422172384,0.10550578716594738,0.08500921951864882,0.10781814964477665,0.038044242581272904,0.07192261481487822,0.0845986008450909,0.14101004952927115,0.08943668202894249
